question,1,2,3,4,answer
"Resilience is about how people, infrastructures and networks might absorb  the impact of an event while continuing to operate.",absorb,amplify,assess,analyze ,absorb 
"Services employment saw its biggest contraction  since comparable records began in 1996, with hotels and restaurant staff bearing the biggest brunt.",cooperation ,confirmation,contamination,contraction ,contraction 
The robots which  are used in this production facility are made in Germany. ,which ,whom,of which ,what,which 
"Documents such as  leases, performance guarantees, collateral warranties and so forth have to be drafted and agreed.",means ,in addition,such as ,include,such as 
"Local people add that the company hires outsiders for most important jobs, and that unemployment has increased in many areas.",inflation ,unemployment,efficiency,house asset,unemployment
"BCCI Overseas had 63 branches in 28 countries, and subsidiaries  and affiliates of the holding company operated 255 banking offices in 28 countries.",entourage ,tributaries ,subsidies,subsidiaries ,subsidiaries 
We regret to inform you that the products cannot be shipped until next Monday.,from ,at,in ,until,until
Newer branches can be opened worldwide as soon as  we can properly translate our marketing goals.,as soon as,right away ,promptly ,in time for,as soon as 
"The Andersons couldn't find their youngest son, Jimmy. He wasn't in his room, nor was the next door at his friend's house.",nor,so,because,although,nor
UKTI is charged  with transatlantic trade development between the US and the UK and with assisting US companies looking to invest in the UK.,aligned ,charged ,supplied,shared,charged 
"The personnel  engaged in this activity are front line investigators tackling Corporation Tax, Income Tax and PAYE irregularities.",person ,employee,personnel ,equipment,personnel 
This combination of poor financial health and deteriorating employment prospects puts many low earners in an even more precarious  position.,precarious,prosperous,ponderous,phosphorus,precarious 
"Our whole ethos is about investing in small and medium-sized enterprises, particularly the small companies rather than  the medium-sized enterprises.",concerning ,due to,rather than ,in spite of,rather than 
Claudia took a notebook computer with her on her trip to Germany in case it is needed. ,in case of ,in case,what,that,in case
Please contact  our office and we will arrange for a sales representative to call on you.,correspond ,contact ,conform,refer,contact 
"Our sales representative will be glad to explain our terms, discount policies, and sales procedures to you.",talk ,declare,announce,explain,explain
The conference should be over by three this afternoon.,by,on,in,until,by
"Building upon consistent  growth since our founding in 2002, we are now in the midst of a period of fast-paced growth.",consistent,considerate,contingent,consonant,consistent 
It draws  two-thirds of its revenue and slightly more of its profit from its banking and asset management division. ,draws,invests,speculates,calculates,draws 
Private investors continue to pour  money into corporate bond funds following more than five years of robust performance.,make ,purchase,pour ,withdraw,pour 
"In fact, our unique business model actually makes us one of the few retailers that can excel in an economic recession.",resist ,survive,excel,overcome,excel
He didn't take after  his father at all. ,to ,on ,after ,up,after 
The doctor made  me take a physical examination.,advised,ordered,made ,suggested,made 
"The bank loan, which  is interest free, must be repaid in regular installments.",what,which ,who ,when,which 
"If i had left home a little earlier, I would have caught the first train.",leave ,left,have left ,had left,had left
People demonstrate their anger reactions  in different ways.,restrictions ,retributions ,resuscitations,reactions ,reactions 
"However, he said the retail business had continued to ""thrive using  a mix of sales and promotional events.",uses ,to use,using ,used,using 
At our company meeting the marketing analyst  reported that we have too many sales representatives in Europe these days.,analyse ,analysis,annalist,analyst ,analyst 
The economic change needed to qualify for the single currency has been demonstrably achievable; it will be interesting to see whether it is sustainable.,sustain ,sustaining,sustained,sustainable,sustainable
"If you renew now, you will only pay $58 a year for you annual subscription guaranteed for life.",guarantee,to guarantee,guaranteeing ,guaranteed,guaranteed
It is not uncommon for cargo weights in excess  of 100 kg to be manually handled by workers in airport holds. ,exchange ,case,excess ,search,excess 
The study of adult stem cells over the past 30 years has clearly demonstrated that many adult tissues contain  stem cells.,detain ,contain ,pertain,abstain,contain 
"Some work as adult education teachers or nurses, while  many others work as minicab drivers, couriers and pizza delivery drivers.",nor ,or,so ,while ,while 
Car sales rose 0.7% in August compared to July. It's a sign that at least some Americans are confident enough about the economy's direction to open their wallets really wide. ,confident,resistant,suspicious ,competent,confident
The Government support the facilitation  of corporate restructuring activities across the European Union to promote the single market.,facility ,faculty,felicity,facilitation ,facilitation 
"Once you have renewed, you will receive free golfing glove and a box of select tees.",received,are receiving,have received,will receive,will receive
