question,1,2,3,4,answer
The personnel department decided to _ to The Sydney Daily News beginning this month. ,prescribe ,subscribe,inscribe ,describe,subscribe
The bank usually _ high fees for its consulting services.,charge,charges,charging ,is charging,charges
Several _ were awarded to the action movie 'Gladiator' at last year's Academy Awards. ,triumphs,successes ,prizes ,conquests ,prizes 
Please make every attempt to _ the administrative procedures to fix work-related problems.,streamline ,streamling,streamlined ,streamlines,streamline 
"After a major restructuring, the corporation has been growing steadily _ ten months. ",for,on ,from ,since ,for
Audio visual equipment is _ recommended for you to make an impressive presentation at the upcoming conference.,significantly ,strikingly,similarly ,strongly,strongly
Our modern gymnasium is _ to all the guests at no extra cost. ,approachable ,available,presentable ,considerate,available
"According to the memorandum, all the accountants of this consulting firm should obtain national accounting _ within a year. ",certify,certified ,certifiable ,certification ,certification 
Two _ tickets to Broadway theaters will be provided if you enroll in the class through the web this week. ,mandatory ,motivated,conscious ,complimentary,complimentary
"Despite several warnings, the company is _ dumping toxic chemicals into the Mediterranean Sea.",continual ,continually,continuous ,continue,continually
The travel expenses were _ high this year that many people were forced to cancel their vacations. ,too ,such,so ,very,so 
Mr. Saul is the investor with _ we met to discuss the visible effects of the recession. ,who ,whose,whom ,that,whom 
"Be sure to listen to the _ side of the tape also, because it contains a lot of wonderful songs. ",efficient ,reflected,reverse ,returned,reverse 
One of the most important _ of the plenary session is to select the products most suited for foreign customers.,foundations,beliefs ,aims ,reasons ,aims 
We need to continue seeking potential subscribers _ in order to establish ourselves in the market. ,aggressive,aggressively,aggression ,aggressiveness,aggressively
The condition of the appliance enabled us to come to the conclusion that it had _ been used.,hardly ,faintly,meagerly ,recently,hardly 
Some taxpayers refused _ the amounts of their earnings to the government last year. ,reports,to report,report ,reported,to report
"Jone Smith, graphic designer of HP Textiles, was awarded the grand prize because of his fresh and _ ideas. ",innovative ,insane,innate ,upcoming,innovative 
Now scientists can read up-to-date research results in just a few minutes _ several hours. ,instead of,because of ,in spite of ,due to ,instead of
Employees should make an effort _ in social activities after work with their colleagues. ,engage,be engaged,engaged ,to engage ,to engage 
The company is trying to raise _ funds for expanding its franchises to Europe. ,additional ,a great deal of,plenty ,much,additional 
The recruitment manager's main task is to _ applicants for the first round of interviews.,debate,suppose ,screen ,delete ,screen 
"_ , advertising agencies are willing to mark down their estimates to attract more retail outlets. ",Extremely ,Previously,Increasingly ,Biologically,Increasingly 
"Despite the special coverage of the press, the charity event ended up collecting a _ small amount of money. ",dimly,relatively,agriculturally ,consequently,relatively
"Not too many years ago, it was an _ experience to travel 50 miles from home.",excited ,excite,exciting ,excitedly,exciting 
Many employees of the corporation said that the sudden pay raise was _ .,surprising ,to be surprised,surprised ,surprise,surprising 
All the production lines in this factory operate systematically _ controlled robots.,in regard to,by means of ,on behalf of ,in comparison with ,by means of 
Job applicants should be reminded that false information _ in the interview may result in automatic dismissal.,give ,given,giving ,was given,given
This new equipment was turned out to be _ strong to pass the safety regulation tests.,stringently ,comfortably,sufficiently ,deficiently,sufficiently 
"In order to succeed, we should make a plan _ the range of time and budget.",among,about ,within ,onto ,within 
His eloquent speech made the students _ .,fascinate ,fascinating ,fascinated ,fascinations,fascinated 
The board of directors had the president _ to the plan.,agree,to agree ,agreed ,to be agreed,agree 
The journalist tried to make his opinion clear enough for his readers to _ understanding his article easily. ,be able to,be capable of ,capable for ,suitable for ,be capable of 
The senior manager will let the president know that Mark Grace is one of the best _ clerks in the sales department.,qualify ,qualification ,qualifying ,qualified ,qualified 
A team of experts analyzed the latest trends _ we spoke of earlier this week. ,who ,which ,what ,whatever,which 
"The board of directors approved the _ by a large majority, although some members were against it. ",proposal,intention ,indication ,advice,proposal
The number of accountants hired by Tax Pros. on a yearly basis _ continuously increasing.,is,are ,does ,have been,is 
Good communication between lawyers and clients is _ important for the proper treatment of a case.,extreme ,extremely ,extremity ,to extreme,extremely 
"Silicon Graphics Inc., the $1.5 billion computer maker, specializes _3-D graphic workstations. ",in,on,at ,for ,in 
